"tech"	"callret-1"	"callret-2"	"callret-3"
"http://dbpedia.org/resource/Xaitment"	"Xaitment"	"Artificial intelligence applications"	"xaitment is a German-based company that develops and sells artificial intelligence (AI) software to video game developers and simulation developers. The company was founded in 2004 by Dr. Andreas Gerber, and is a spin-off of the German Research Centre for Artificial Intelligence, or DFKI. xaitment has its main office in Quierschied, Germany, and field offices in San Francisco and China."
"http://dbpedia.org/resource/Automatic_image_annotation"	"Automatic image annotation"	"Artificial intelligence applications"	"Automatic image annotation (also known as automatic image tagging or linguistic indexing) is the process by which a computer system automatically assigns metadata in the form of captioning or keywords to a digital image. This application of computer vision techniques is used in image retrieval systems to organize and locate images of interest from a database. This method can be regarded as a type of multi-class image classification with a very large number of classes - as large as the vocabulary size. Typically, image analysis in the form of extracted feature vectors and the training annotation words are used by machine learning techniques to attempt to automatically apply annotations to new images. The first methods learned the correlations between image features and training annotations, then techniques were developed using machine translation to try to translate the textual vocabulary with the 'visual vocabulary', or clustered regions known as blobs. Work following these efforts have included classification approaches, relevance models and so on. The advantages of automatic image annotation versus content-based image retrieval (CBIR) are that queries can be more naturally specified by the user . CBIR generally (at present) requires users to search by image concepts such as color and texture, or finding example queries. Certain image features in example images may override the concept that the user is really focusing on. The traditional methods of image retrieval such as those used by libraries have relied on manually annotated images, which is expensive and time-consuming, especially given the large and constantly growing image databases in existence. Some annotation engines are online, including the ALIPR.com real-time tagging engine developed by Pennsylvania State University researchers, and Behold."
"http://dbpedia.org/resource/Artificial_imagination"	"Artificial imagination"	"Artificial intelligence applications"	"Artificial imagination (AIm), also called Synthetic imagination or machine imagination is defined as artificial simulation of human imagination by general or special purpose computers or artificial neural networks. The term artificial imagination is also used to describe a property of machines or programs: Among some of the traits that researchers hope to simulate using machines include creativity, vision, digital art, humor, satire, etc. Artificial imagination research uses tools and insights from many fields, including computer science, Rhetoric, psychology, creative arts, philosophy, neuroscience, affective computing, Artificial Intelligence, Artificial intuition, cognitive science, linguistics, operations research, creative writing, probability and logic. The various practitioners in the field are researching various aspects of Artificial imagination, such as Artificial (visual) imagination,Artificial (aural) Imagination, modeling/filtering content based on human emotions and Interactive Search. Some articles on the topic speculate on how artificial imagination may evolve to create an artificial world which people may not want to leave at all. . Some researchers in the field, such as G. Schleis and M. Rizki, Dept. of Comput. Sci., Wayne State Univ. have focused on using artificial neural networks for simulating artificial imagination. The topic of artificial imagination has gotten interest from scholars outside the computer science domain, such as noted communications scholar Ernest Bormann, who came up with the Symbolic Convergence Theory and has worked on a project to develop artificial imagination in computer systems. How to Build a Mind: Toward Machines with Imagination by Igor Aleksander is a good academic book on the topic. Artificial Imagination, a roman à clef, is a good non-academic book supposedly written by an Artificial imagination system."
"http://dbpedia.org/resource/Handwriting_recognition"	"Handwriting recognition"	"Artificial intelligence applications"	"Handwriting recognition (or HWR) is the ability of a computer to receive and interpret intelligible handwritten input from sources such as paper documents, photographs, touch-screens and other devices. The image of the written text may be sensed ""off line"" from a piece of paper by optical scanning (optical character recognition) or intelligent word recognition. Alternatively, the movements of the pen tip may be sensed ""on line"", for example by a pen-based computer screen surface, a generally easier task as there are more clues available. Handwriting recognition principally entails optical character recognition. However, a complete handwriting recognition system also handles formatting, performs correct segmentation into characters and finds the most plausible words."
"http://dbpedia.org/resource/Automatic_number_plate_recognition"	"Automatic number plate recognition"	"Artificial intelligence applications"	"Automatic number plate recognition (ANPR; see also  below) is a technology that uses optical character recognition on images to read vehicle registration plates. It can use existing closed-circuit television, road-rule enforcement cameras, or cameras specifically designed for the task. ANPR is used by police forces around the world for law enforcement purposes, including to check if a vehicle is registered or licensed. It is also used for electronic toll collection on pay-per-use roads and as a method of cataloging the movements of traffic for example by highways agencies. Automatic number plate recognition can be used to store the images captured by the cameras as well as the text from the license plate, with some configurable to store a photograph of the driver. Systems commonly use infrared lighting to allow the camera to take the picture at any time of the day. ANPR technology must take into account plate variations from place to place. Concerns about these systems have centered on privacy fears of government tracking citizens' movements, misidentification, high error rates, and increased government spending. Critics have described it as a form of mass surveillance."
"http://dbpedia.org/resource/Clinical_decision_support_system"	"Clinical decision support system"	"Artificial intelligence applications"	"A clinical decision support system (CDSS) is a health information technology system that is designed to provide physicians and other health professionals with clinical decision support (CDS), that is, assistance with clinical decision-making tasks. A working definition has been proposed by Robert Hayward of the Centre for Health Evidence: ""Clinical Decision Support systems link health observations with health knowledge to influence health choices by clinicians for improved health care"". CDSSs constitute a major topic in artificial intelligence in medicine."
"http://dbpedia.org/resource/Human-centered_computing_(NASA)"	"Human-centered computing (NASA)"	"Artificial intelligence applications"	"Human-Centered Computing is the name of a subproject of NASA's Intelligent Systems Project. It is focused on the development of adaptive systems that amplify human cognitive, perceptual, and motor capabilities in such domains as: space, mission control operations, air traffic management, safety and security systems."
"http://dbpedia.org/resource/Optical_mark_recognition"	"Optical mark recognition"	"Artificial intelligence applications"	"Optical mark recognition (also called optical mark reading and OMR) is the process of capturing human-marked data from document forms such as surveys and tests."
"http://dbpedia.org/resource/Artificial_Intelligence_Applications_Institute"	"Artificial Intelligence Applications Institute"	"Artificial intelligence applications"	"The Artificial Intelligence Applications Institute (AIAI) at the School of Informatics at the University of Edinburgh is a non-profit technology transfer organisation that promotes the benefits of the application of Artificial Intelligence research to commercial, industrial, and government organisations worldwide."
"http://dbpedia.org/resource/Chinese_speech_synthesis"	"Chinese speech synthesis"	"Artificial intelligence applications"	"Chinese speech synthesis is the application of speech synthesis to the Chinese language (usually Standard Chinese). It poses additional difficulties due to the Chinese characters (which frequently have different pronunciations in different contexts), the complex prosody, which is essential to convey the meaning of words, and sometimes the difficulty in obtaining agreement among native speakers concerning what the correct pronunciation is of certain phonemes."
"http://dbpedia.org/resource/Noisy_text_analytics"	"Noisy text analytics"	"Artificial intelligence applications"	"Noisy text analytics is a process of information extraction whose goal is to automatically extract structured or semistructured information from noisy unstructured text data. While Text analytics is a growing and mature field that has great value because of the huge amounts of data being produced, processing of noisy text is gaining in importance because a lot of common applications produce noisy text data. Noisy unstructured text data is found in informal settings such as online chat, text messages, e-mails, message boards, newsgroups, blogs, wikis and web pages. Also, text produced by processing spontaneous speech using automatic speech recognition and printed or handwritten text using optical character recognition contains processing noise. Text produced under such circumstances is typically highly noisy containing spelling errors, abbreviations, non-standard words, false starts, repetitions, missing punctuations, missing letter case information, pause filling words such as “um” and “uh” and other texting and speech disfluencies. Such text can be seen in large amounts in contact centers, chat rooms, optical character recognition (OCR) of text documents, short message service (SMS) text, etc. Documents with historical language can also be considered noisy with respect to today’s knowledge about the language. Such text contains important historical, religious, ancient medical knowledge that is useful. The nature of the noisy text produced in all these contexts warrants moving beyond traditional text analysis techniques."
"http://dbpedia.org/resource/Mind's_Eye_(US_military)"	"Mind's Eye (US military)"	"Artificial intelligence applications"	"The Mind's Eye is a video analysis research project using artificial intelligence. It is funded by the Defense Advanced Research Projects Agency. Twelve research teams have been contracted by DARPA for the Mind's Eye: Carnegie Mellon University, Co57 Systems, Inc., Colorado State University, Jet Propulsion Laboratory/Caltech, Massachusetts Institute of Technology, Purdue University, SRI International, State University of New York at Buffalo, TNO (Netherlands), University of Arizona, University of California Berkeley and the University of Southern California."
"http://dbpedia.org/resource/OpenNN"	"OpenNN"	"Artificial intelligence applications"	"OpenNN (Open Neural Networks Library) is a software library written in the C++ programming language which implements neural networks, a main area of deep learning research. The library is open source, licensed under the GNU Lesser General Public License."
"http://dbpedia.org/resource/Big_mechanism"	"Big mechanism"	"Artificial intelligence applications"	"Big Mechanism is a $45 million DARPA research program, begun in 2014, aimed at developing software that will read cancer research papers, integrate them into a cancer model and frame new hypotheses by the end of 2017."
"http://dbpedia.org/resource/Braina"	"Braina"	"Artificial intelligence applications"	"Braina is an intelligent personal assistant application for Microsoft Windows developed by Brainasoft. Braina uses natural language interface and speech recognition to interact with its users and allows users to use English language sentences to perform various tasks on their computer. The application can find information from the internet, play songs and videos of user's choice, take dictation, find and open files, set alarms and reminders, performs math calculations, controls windows and programs etc. Braina's Android app can be used to interact with the system remotely over a Wi-Fi network. The name Braina is a short form of Brain Artificial. The software adapts to the user's behavior over time to better anticipate needs. The software also allows users to type commands using keyboard instead of saying them. Braina comes in both free and paid version. Future plc's TechRadar recognized Braina as one of the top 10 free essential software for 2015."
"http://dbpedia.org/resource/Eurisko"	"Eurisko"	"Artificial intelligence applications"	"Eurisko (Gr., I discover) is a program written by Douglas Lenat in RLL-1, a representation language itself written in the Lisp programming language. A sequel to Automated Mathematician, it consists of heuristics, i.e. rules of thumb, including heuristics describing how to use and change its own heuristics. Lenat was frustrated by Automated Mathematician's constraint to a single domain and so developed Eurisko; his frustration with the effort of encoding domain knowledge for Eurisko led to Lenat's subsequent (and, as of 2014, continuing) development of Cyc. Lenat envisions ultimately coupling the Cyc knowledgebase with the Eurisko discovery engine."
"http://dbpedia.org/resource/Natachata"	"Natachata"	"Artificial intelligence applications"	"Natachata is a sexbot used to simulate smutty conversations via text messages with paying subscribers, fooling them into believing that she is human. Written by former rocket scientist Simon Luttrell, Natachata is widely used by porn chat merchants. Natachata can handle 15 messages per second at £1 for each SMS text message in the UK. Natachata operates by comparing incoming messages with a database of 100,000 sentences and then concocts a reply based on what it received. It then transcribes the message into slang, adds spelling mistakes and, after a random delay, sends a reply. Most users of such systems would be surprised to learn that they are not conversing with a human."
"http://dbpedia.org/resource/Grandmaster_Chess"	"Grandmaster Chess"	"Artificial intelligence applications"	"Grandmaster Chess is a 1993 video game to play chess for PC DOS platform develop by IntraCorp and its subsidiary Capstone that was focused on neural network technology and an artificial intelligence (AI) able to learn from mistakes. Capable of using VGA and SVGA modes, features multiple skill levels, different sets of pieces, boards and backgrounds, 2D/3D view, pull-down menus, move list with VCR style control, able to analysis moves and games and rate the user strength. Originally it was distributed in floppy discs, but in 1996 in appeared in CD-ROM. This release only relevant addition was the Terminator 2: Judgement Day: Chess Wars package, an animated chess set like Battle Chess video game representing the Terminator 2: Judgment Day movie."
"http://dbpedia.org/resource/Context-sensitive_user_interface"	"Context-sensitive user interface"	"Artificial intelligence applications"	"A context-sensitive user interface is one which can automatically choose from a multiplicity of options based on the current or previous state(s) of the program operation. Context sensitivity is almost ubiquitous in current graphical user interfaces, usually in the form of context menus. Context sensitivity, when operating correctly, should be practically transparent to the user. For example: Clicking on a text document automatically opens the document in a word processing environment. The user does not have to specify what type of program opens the file under standard conditions. The same methodology applies to other file types e.g.: 
* Video files (.mpg .mov .avi etc.) open in a video player without the user having to select a specific program. 
* Photographic and other image files (.jpg .png etc.) will open in a photo viewer automatically. 
* Program files and their shortcuts (i.e. .exe files) are automatically run by the operating system. The user-interface may also provide Context sensitive feedback, such as changing the appearance of the mouse pointer or cursor, changing the menu color, or with applicable auditory or tactile feedback."
"http://dbpedia.org/resource/Imense"	"Imense"	"Artificial intelligence applications"	"Imense Ltd is a UK-based company that develops technology for Content-based image retrieval and automatic image annotation."
"http://dbpedia.org/resource/Echobox"	"Echobox"	"Artificial intelligence applications"	"Echobox is a software company that helps publishers increase traffic by 'intelligently' posting articles on social media platforms such as Facebook and Twitter. By analysing large amounts of data, it learns how specific audiences respond to different articles at different times of the day. It then chooses the best stories to post and the best times to post them. It uses both historical and real-time data to understand to what has worked well in the past as well as what is currently trending on the web. Echobox integrates with a publisher’s existing analytics and data. The technology is used by a number of publishers including Le Monde, Le Figaro, Axel Springer and San Jose Mercury News. In 2016, the company raised $3.4m in venture capital finance from Mangrove Capital Partners and LocalGlobe. The company’s advisors include Zoubin Ghahramani, Professor of Information Engineering at the University of Cambridge."
"http://dbpedia.org/resource/Sunspring"	"Sunspring"	"Artificial intelligence applications"	"Sunspring is a 2016 experimental science fiction short film entirely written by an artificial intelligence bot using neural networks. It was conceived by BAFTA-nominated filmmaker Oscar Sharp and NYU AI researcher Ross Goodwin. It stars Thomas Middleditch, Elisabeth Grey, and Humphrey Ker as three people, namely H, H2, and C, living in a future world and eventually connecting with each other through a love triangle. The script of the film was authored by a recurrent neural network called long short-term memory (LSTM) by an AI bot named Benjamin. Originally made for the Sci-Fi-London film festival's 48hr Challenge, it was released online by technology news website Ars Technica on 9 June 2016."
"http://dbpedia.org/resource/Optical_braille_recognition"	"Optical braille recognition"	"Artificial intelligence applications"	"Optical braille recognition is the act of capturing and processing images of braille characters into natural language characters. It is used to convert braille documents for people who cannot read them into text, and for preservation and reproduction of the documents."
"http://dbpedia.org/resource/Pop_music_automation"	"Pop music automation"	"Artificial intelligence applications"	"Pop music automation is a field of study among musicians and computer scientists with a goal of producing successful pop music algorithmically. It is often based on the premise that pop music is especially formulaic, unchanging, and easy to compose. The idea of automating pop music composition is related to many ideas in algorithmic music, Artificial Intelligence (AI) and computational creativity."
"http://dbpedia.org/resource/GestureTek"	"GestureTek"	"Artificial intelligence applications"	"GestureTek is an American-based interactive technology company headquartered in Silicon Valley, California, with offices in Toronto and Ottawa, Ontario and Asia."
"http://dbpedia.org/resource/WebCrow"	"WebCrow"	"Artificial intelligence applications"	"The WebCrow is a research project carried out at the Information Engineering of the University of Siena with the purpose of automatically solving crosswords."
"http://dbpedia.org/resource/Validis"	"Validis"	"Artificial intelligence applications"	"Validis is a web based service which detects anomalies in accounting data in very much the same manner as a spell checker finds errors in a text document. The word itself is derived from a concatenation of Validate and Discover. The primary user base is among accounting professionals both within the financial community of corporate and SME business and across professional accounting practice. It provides a means to identify out of line data that is incomplete, invalid, inconsistent, or inaccurate, an analysis collectively tagged the ‘Four Is’."
"http://dbpedia.org/resource/Artificial_intelligence_marketing"	"Artificial intelligence marketing"	"Artificial intelligence applications"	"Artificial intelligence marketing (AIM) is a form of direct marketing leveraging database marketing techniques as well as AI concept and model such as machine learning and Bayesian Network. The main difference resides in the reasoning part which suggests it is performed by computer and algorithm instead of human."
"http://dbpedia.org/resource/Activity_recognition"	"Activity recognition"	"Artificial intelligence applications"	"Activity recognition aims to recognize the actions and goals of one or more agents from a series of observations on the agents' actions and the environmental conditions. Since the 1980s, this research field has captured the attention of several computer science communities due to its strength in providing personalized support for many different applications and its connection to many different fields of study such as medicine, human-computer interaction, or sociology. To understand activity recognition better, consider the following elderly assistance scenario. An elderly man wakes up at dawn in his apartment, where he stays alone. He lights the stove to make a pot of tea, switches on the toaster oven, and takes some bread and jelly from the cupboard. After he takes his morning medication, a computer-generated voice gently reminds him to turn off the toaster. Later that day, his daughter accesses a secure website where she scans a check-list, which was created by a sensor network in her father's apartment. She finds that her father is eating normally, taking his medicine on schedule, and continuing to manage his daily life on his own. Due to its many-faceted nature, different fields may refer to activity recognition as plan recognition, goal recognition, intent recognition, behavior recognition, location estimation and location-based services."
"http://dbpedia.org/resource/YouNoodle"	"YouNoodle"	"Artificial intelligence applications"	"YouNoodle is a San Francisco-based company, with offices in Barcelona and Santiago, founded in 2010, building a platform for entrepreneurship competitions all over the world. YouNoodle matches entrepreneurs with competitions, accelerators, and startup programs, and provides a judging and voting SaaS platform to university, non-profit, government and enterprise clients organizing innovation challenges and competitions. Stanford's BASES, UC Berkeley's B-Plan, Start-Up Chile, Amazon Startup Challenge, and NASA are all running one or more competitions on YouNoodle's platform."
"http://dbpedia.org/resource/Artificial_intuition"	"Artificial intuition"	"Artificial intelligence applications"	"Artificial intuition is the capacity of an artificial object or software to function with the factor of consciousness known as intuition, or a machine-based system that has some capacity to function analogous to human intuition."
"http://dbpedia.org/resource/Document_capture_software"	"Document capture software"	"Artificial intelligence applications"	"Document Capture Software refers to applications that provide the ability and feature set to automate the process of scanning paper documents. Most scanning hardware, both scanners and copiers, provides the basic ability to scan to any number of image file formats, including: PDF, TIFF, JPG, BMP, etc. This basic functionality is augmented by document capture software, which can add efficiency and standardization to the process."
"http://dbpedia.org/resource/Trenchard_More"	"Trenchard More"	"Artificial intelligence applications"	"Trenchard More is a professor at Dartmouth College. He participated in the 1956 Dartmouth Summer Research Project on Artificial Intelligence. At the 50th year meeting of the Dartmouth Conference with Marvin Minsky, Geoffrey Hinton and Simon Osindero he presented The Future of Network Models and also gave a lecture entitled Routes to the Summit. Designed a theory for nested rectangular array that provided a formal structure used in the development of the  Nested Interactive Array Language."
"http://dbpedia.org/resource/List_of_Prisma_(app)_filters"	"List of Prisma (app) filters"	"Artificial intelligence applications"	"This is a list of Prisma filters for the photo-editing application to render images into an artistic effect."
"http://dbpedia.org/resource/Language_Acquisition_Device_(computer)"	"Language Acquisition Device (computer)"	"Artificial intelligence applications"	"The Language Acquisition Device is a computer program developed by Lobal Technologies, a computer company in the United Kingdom, and scientists from King's College. It emulates the functions of the brain's frontal lobes where humans process language and emotion. Scientists hope this might enable computers to understand, speak, learn, and eventually think. One possible use is in interactive entertainment such as video gaming, where the technology is used to help computer-controlled characters to develop. A press release describing this technology produced widespread media interest in 2002, but no reports have been published since then, and the current status of the technology is unclear."
"http://dbpedia.org/resource/ETAP-3"	"ETAP-3"	"Artificial intelligence applications"	"ETAP-3 is a proprietary linguistic processing system focusing on English and Russian. It was developed in Moscow, Russia at the Institute for Information Transmission Problems (ru:Институт проблем передачи информации им. А. А. Харкевича РАН). It is a rule-based system which uses the Meaning-Text Theory as its theoretical foundation. At present, there are several applications of ETAP-3, such as a machine translation tool, a converter of the Universal Networking Language, an interactive learning tool for Russian language learners and a syntactically annotated corpus of Russian language. Demo versions of some of these tools are available online."
"http://dbpedia.org/resource/Sayre's_paradox"	"Sayre's paradox"	"Artificial intelligence applications"	"Sayre’s Paradox is a dilemma encountered in the design of automated handwriting recognition systems. A standard statement of the paradox is that a cursively written word cannot be recognized without being segmented and cannot be segmented without being recognized. The paradox was first articulated in a 1973 publication by Kenneth M. Sayre, after whom it was named."
"http://dbpedia.org/resource/Marketing_and_artificial_intelligence"	"Marketing and artificial intelligence"	"Artificial intelligence applications"	"Advancements in Artificial intelligence’s application to a range of disciplines have led to the development of Artificial intelligence systems which have proved useful to marketers. These systems assist in areas such as market forecasting, automation of processes and decision making and increase the efficiency of tasks which would usually be performed by humans. The science behind these systems can be explained through neural networks and expert systems which are computer programs that process input and provide valuable output for marketers. In the area of social networking, AI is used to Artificial intelligence systems stemming from Social computing technology can be applied to understand social networks on the Web. Data mining techniques can be used to analyze different types of social networks. This analysis helps a marketer to identify influential actors or nodes within networks, this information can then be applied to take a Societal marketing approach. Artificial intelligence has gained significant recognition in the marketing industry. However, ethical issues surrounding these systems and their potential to impact on the need for humans in the workforce, specifically marketing, is a controversial topic."
"http://dbpedia.org/resource/Neural_machine_translation"	"Neural machine translation"	"Artificial intelligence applications"	"Neural machine translation (NMT) is the approach to machine translation in which a large neural network is trained to maximize translation performance. It is a radical departure from the phrase-based statistical translation approaches, in which a translation system consists of subcomponents that are separately optimized. The artificial neural network (ANN) is a model inspired by the functional aspects and structure of the brain’s biological neural networks. With use of ANN, it is possible to execute a number of tasks, such as classification, clustering, and prediction, using machine learning techniques like supervised or reinforced learning to learn or adjust net connections. A bidirectional recurrent neural network (RNN), known as an encoder, is used by the neural network to encode a source sentence for a second RNN, known as a decoder, that is used to predict words in the target language. NMT models are inspired by deep representation learning. They require only a fraction of the memory needed by traditional statistical machine translation (SMT) models. Furthermore, unlike conventional translation systems, each and every component of the neural translation model is trained jointly to maximize the translation performance. When a new neural network is created, it is trained for certain domains or applications. Once an automatic learning mechanism is established, the network practices. With time it starts operating according to its own judgment, turning into an ""expert""."
"http://dbpedia.org/resource/Face_detection"	"Face detection"	"Face recognition"	"Face detection is a computer technology being used in a variety of applications that identifies human faces in digital images. Face detection also refers to the psychological process by which humans locate and attend to faces in a visual scene."
"http://dbpedia.org/resource/Facial_Images_National_Database"	"Facial Images National Database"	"Face recognition"	"The Facial Images National Database (FIND) was a project managed by the National Policing Improvement Agency. The database was a collection of mugshots both from still and from video image sources. It was also designed to keep track of scars, tattoos, and similar markings on persons within the database to increase efficiency in identification. It was intended that FIND would provide national access to images of individuals who have been arrested for a criminal offence, linking the image with the criminal data held on the Police National Computer. The pilot went live on 6 November 2006, with Lancashire, West Yorkshire and Merseyside contributing and viewing images. Greater Manchester, North Wales, Devon and Cornwall, British Transport Police (BTP) North Eastern Region, as well as one of the Metropolitan Police specialist units and eBorders had read only access to the system. The forward plan for FIND included the addition of facial recognition software (much like the United States' FERET database) to the system. Due to budget pressures, the project was cancelled in early 2008 but this decision was under review in October 2008."
"http://dbpedia.org/resource/Glasgow_Face_Matching_Test"	"Glasgow Face Matching Test"	"Face recognition"	"The Glasgow Face Matching Test (GFMT) was created by researchers at the University of Glasgow and at Glasgow Caledonian University. It is a cognitive test designed to determine a person's ability to match different images of unfamiliar faces, and is designed for use in academic research and in applied security settings, where reliable human performance on this task is a common requirement of identity management systems. The test was created using a database of photographs, taken of a demographically heterogeneous sample of 300 people. Images of the individuals were captured in a fifteen-minute session on two digital cameras (one Digital Video, one digital still). Similar individuals were paired to make 'different' pairs and 'same' pairs were made by pairing images from the two different cameras. All images used were high quality, with the subject standing face on and looking straight at the camera lens, which was positioned at head height. There are two versions of the test, one short version comprising 40 ""same-or-different"" 2AFC decisions and another longer version with 164 decisions. These tests, complete with normative data, are accessible via the journal article referenced below."
"http://dbpedia.org/resource/Face_Recognition_Vendor_Test"	"Face Recognition Vendor Test"	"Face recognition"	"The Face Recognition Vendor Test (FRVT) was a series of large scale independent evaluations for face recognition systems realized by the National Institute of Standards and Technology in 2000, 2002 and 2006. Previous evaluations in the series were the Face Recognition Technology (FERET) evaluations in 1994, 1995 and 1996."
"http://dbpedia.org/resource/Three-dimensional_face_recognition"	"Three-dimensional face recognition"	"Face recognition"	"Three-dimensional face recognition (3D face recognition) is a modality of facial recognition methods in which the three-dimensional geometry of the human face is used. It has been shown that 3D face recognition methods can achieve significantly higher accuracy than their 2D counterparts, rivaling fingerprint recognition. 3D face recognition has the potential to achieve better accuracy than its 2D counterpart by measuring geometry of rigid features on the face. This avoids such pitfalls of 2D face recognition algorithms as change in lighting, different facial expressions, make-up and head orientation. Another approach is to use the 3D model to improve accuracy of traditional image based recognition by transforming the head into a known view. Additionally, most 3D scanners acquire both a 3D mesh and the corresponding texture. This allows combining the output of pure 3D matchers with the more traditional 2D face recognition algorithms, thus yielding better performance (as shown in FRVT 2006). The main technological limitation of 3D face recognition methods is the acquisition of 3D image, which usually requires a range camera. Alternatively, multiple images from different angles from a common camera (e.g. webcam) may be used to create the 3D model with significant post-processing. (See 3D data acquisition and object reconstruction.) This is also a reason why 3D face recognition methods have emerged significantly later (in the late 1980s) than 2D methods. Recently commercial solutions have implemented depth perception by projecting a grid onto the face and integrating video capture of it into a high resolution 3D model. This allows for good recognition accuracy with low cost off-the-shelf components. 3D face recognition is still an active research field, though several vendors offer commercial solutions."
"http://dbpedia.org/resource/Facial_recognition_system"	"Facial recognition system"	"Face recognition"	"A facial recognition system is a computer application capable of identifying or verifying a person from a digital image or a video frame from a video source. One of the ways to do this is by comparing selected facial features from the image and a facial database. It is typically used in security systems and can be compared to other biometrics such as fingerprint or eye iris recognition systems. Recently, it has also become popular as a commercial identification and marketing tool."
"http://dbpedia.org/resource/Picollator"	"Picollator"	"Face recognition"	"Picollator - Internet search engine that performs search for web sites and multimedia by visual query (image) or text, or a combination of visual query and text. Picollator recognizes objects in the image, obtains their relevance to the text and vice a versa, and searches in accordance with all information provided."
"http://dbpedia.org/resource/Eigenface"	"Eigenface"	"Face recognition"	"Eigenfaces is the name given to a set of eigenvectors when they are used in the computer vision problem of human face recognition. The approach of using eigenfaces for recognition was developed by Sirovich and Kirby (1987) and used by Matthew Turk and Alex Pentland in face classification. The eigenvectors are derived from the covariance matrix of the probability distribution over the high-dimensional vector space of face images. The eigenfaces themselves form a basis set of all images used to construct the covariance matrix. This produces dimension reduction by allowing the smaller set of basis images to represent the original training images. Classification can be achieved by comparing how faces are represented by the basis set."
"http://dbpedia.org/resource/Cross-race_effect"	"Cross-race effect"	"Face recognition"	"The cross-race effect (sometimes called cross-race bias, other-race bias or own-race bias) refers to the tendency to more easily recognize members of one's own race. A study was made which examined 271 real court cases. In photographic line-ups, 231 witnesses participated in cross-race versus same-race identification. In cross-race lineups, only 45% were correctly identified versus 60% for same-race identifications. In social psychology, the cross-race effect is described as the ""ingroup advantage"". In other fields, the effect can be seen as a specific form of the ""ingroup advantage"" since it is only applied in interracial or inter-ethnic situations, whereas ""ingroup advantage"" can refer to mono-ethnic situations as well. Deeper study of the cross-race effect has also demonstrated two types of processing for the recognition of faces: featural and holistic. It has been found that holistic processing (which occurs beyond individual parts of the face) is more commonly used in same-race situations, but there is an experience effect, which means that as a person gains more experience with those of a particular race, he or she will begin to use more holistic processing. Featural processing is much more commonly used with an unfamiliar stimulus or face."
"http://dbpedia.org/resource/Viola–Jones_object_detection_framework"	"Viola–Jones object detection framework"	"Face recognition"	"The Viola–Jones object detection framework is the first object detection framework to provide competitive object detection rates in real-time proposed in 2001 by Paul Viola and Michael Jones. Although it can be trained to detect a variety of object classes, it was motivated primarily by the problem of face detection. This algorithm is implemented in OpenCV as cvHaarDetectObjects()."
"http://dbpedia.org/resource/Iris_Challenge_Evaluation"	"Iris Challenge Evaluation"	"Face recognition"	"The Iris Challenge Evaluation (ICE) were a series of events conducted and managed by the National Institute of Standards and Technology for projects on technology development and evaluation for iris recognition. The ICE 2006 was the first large-scale, open, independent technology evaluation for iris recognition. The primary goals of the ICE projects were to promote the development and advancement of iris recognition technology and assess its state-of-the-art capability. The ICE projects were open to academia, industry and research institutes."
"http://dbpedia.org/resource/Thatcher_effect"	"Thatcher effect"	"Face recognition"	"The Thatcher effect or Thatcher illusion is a phenomenon where it becomes more difficult to detect local feature changes in an upside-down face, despite identical changes being obvious in an upright face. It is named after the former British Prime Minister Margaret Thatcher, on whose photograph the effect was first and most famously demonstrated. The effect was originally created in 1980 by Peter Thompson, Professor of Psychology at the University of York"
"http://dbpedia.org/resource/Face_hallucination"	"Face hallucination"	"Face recognition"	"Face hallucination refers to any superresolution technique which applies specifically to faces. It comprises techniques which take noisy or low-resolution facial images, and convert them into high-resolution images using knowledge about typical facial features. It can be applied in facial recognition systems for identifying faces faster and more effectively.Due to the potential applications in facial recognition systems, face hallucination has become an active area of research."
"http://dbpedia.org/resource/Coke_Zero_Facial_Profiler"	"Coke Zero Facial Profiler"	"Face recognition"	"Facial Profiler was a free Facebook app created to promote Coca-Cola Zero by the advertising agency Crispin Porter & Bogusky. The app used face recognition technology to search a database of voluntarily participating Facebook users  to match people based on appearance. The software's algorithm analyzed face attributes like skin color, face structure and angles of the face. Once matched, users could contact their look-alike via their Facebook profile. Coke Zero claimed the inspiration for Facial Profiler came from the drink itself. The tagline for the project was: ""If Coke Zero has Coke's taste, is it possible someone out there has your face?"""
"http://dbpedia.org/resource/Polar_Rose_(facial_recognition)"	"Polar Rose (facial recognition)"	"Face recognition"	"Polar Rose was a company from Malmö, Sweden which made facial recognition software. Polar Rose had a service that allows users to name people in their photos on photo sharing sites like Flickr and 23hq.com using their Facebook contacts. Using their facial recognition Polar Rose applied auto-tagging for users. The service was discontinued on 6 September 2010 only to be purchased two weeks later by Apple Inc. for approximately $29 million. The Polar Rose website and related add-ons for Firefox and Internet Explorer allowed users to put names to the faces of people whose photographs appear on the web, and to then find other pictures of the same individuals; however, as of May 20, 2009, use of the plugins was discontinued in favor of a purely web-based interface. Search Wikia featured integration with Polar Rose. Polar Rose founder Jan Erik Solem was company CTO while Danish serial entrepreneur Nikolaj Nyholm is CEO. Polar Rose was awarded a World Economic Forum Technology Pioneer Award in 2008  and has won other awards like SIME's 2007 Best Technical Innovation and the Red Herring Global 100 list for 2007."
